country_code,Name,year,nd_gain_score,co2_emissions_per_capita,coal_electricity_pct,ghg_emissions_per_capita,renewable_electricity_pct,renewable_final_energy_pct,building_energy_codes,carbon_tax_electricity,carbon_tax_industry,carbon_tax_transport,climate_governance,coal_phaseout,congestion_charge,energy_efficiency_mandate,ets_electricity,ets_industry,feed_in_tariff_solar,fossil_extraction_ban,fossil_fuel_subsidy_reform,fossil_heating_phaseout,ice_vehicle_phaseout,ndc,net_zero_target,rdd_renewables,renewables_expansion,log_gdp_pc,log_energy_pc
ARG,Argentina,2010,-1.4495485492718494,-0.8325885732193526,-1.1348831487434705,-0.3038026817504814,-1.5284743429787893,-0.5857030585335117,0.36599164939143364,-0.31868564215350637,-0.2929304033857258,-0.5033740092586794,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,-0.9746230407285893,-0.9802977373487998,1.2620153077300236,-0.06379009321094964,0.8753052592771632,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.4977851162708791,-0.7708547301494912
ARG,Argentina,2011,-1.4429935627867918,-0.789190615561721,-1.0759915417937758,-0.28852827947120374,-1.5284743429787893,-0.5857030585335117,0.36599164939143364,-0.31868564215350637,-0.2929304033857258,-0.5033740092586794,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,-0.9746230407285893,-0.9802977373487998,1.3443550434021994,-0.06379009321094964,0.5649332968356617,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.4499613448610766,-0.7417041751946701
ARG,Argentina,2012,-1.469690192302881,-0.7733819851143984,-1.1048344763315754,-0.2681254532863794,-1.5284743429787893,-0.6072319158162292,0.36599164939143364,-0.31868564215350637,-0.2929304033857258,-0.5033740092586794,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,-0.9746230407285893,-0.9802977373487998,1.3443550434021994,-0.06379009321094964,0.3162000705728222,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.4706977976809713,-0.7179998140615506
ARG,Argentina,2013,-1.5125241413363697,-0.7551242536418082,-1.155453535601527,-0.24180769437792501,-1.5284743429787893,-0.5750542565181349,0.36599164939143364,-0.31868564215350637,-0.2929304033857258,-0.5033740092586794,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,-0.9746230407285893,-0.9802977373487998,1.4030188507247185,-0.06379009321094964,0.3162000705728222,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.45677503461443575,-0.6956179406618277
ARG,Argentina,2014,-1.55449624995118,-0.7931780791608676,-1.1104883131316134,-0.26156941639804987,-1.5284743429787893,-0.4824579728273663,0.36599164939143364,-0.31868564215350637,-0.2929304033857258,-0.5033740092586794,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,-0.9746230407285893,-0.9802977373487998,1.3443550434021994,-0.06379009321094964,0.3162000705728222,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.4926560334216487,-0.7078323992744295
ARG,Argentina,2015,-1.5394099651822308,-0.7626988718293899,-1.1383871589416112,-0.24945382485057077,-1.5284743429787893,-0.5229150034543937,0.36599164939143364,-0.31868564215350637,-0.2929304033857258,-0.5033740092586794,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,-0.9746230407285893,-0.9802977373487998,-0.7473668006398786,-0.06379009321094964,0.5649332968356617,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.4761703764207442,-0.701949097513935
ARG,Argentina,2016,-1.3704069148168312,-0.7914013302781706,-1.205096512069491,-0.25152442872014835,-1.5284743429787893,-0.5229150034543937,0.36599164939143364,-0.31868564215350637,-0.2929304033857258,-0.5033740092586794,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,0.4969358664401914,-0.9746230407285893,-0.9802977373487998,-0.7473668006398786,-0.06379009321094964,0.7412186521428684,-0.2334248901073459,-0.22609336757768847,1.9208436191819644,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.5068505819725024,-0.7236423235938456
ARG,Argentina,2017,-1.3580716188267299,-0.8239943485206396,-1.2162551312471832,-0.25032810287779556,-1.5284743429787893,-0.4237020927016318,0.36599164939143364,-0.31868564215350637,-0.2929304033857258,-0.5033740092586794,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,1.1462312231095848,-0.9746230407285893,-0.9802977373487998,-0.7473668006398786,-0.06379009321094964,0.8753052592771632,-0.2334248901073459,-0.22609336757768847,1.9208436191819644,-0.3282439722903227,-1.0739737351119736,0.5004935617315074,-0.4879158853404516,-0.7346581577528396
ARG,Argentina,2018,-1.2406532096352223,-0.8468643838371772,-1.2134723830087095,-0.26613266685985865,-1.5284743429787893,-0.41412212459248793,0.36599164939143364,-0.31868564215350637,3.4163947687630145,2.028741441092224,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,1.1462312231095848,-0.9746230407285893,-0.9802977373487998,-0.7473668006398786,-0.06379009321094964,0.5649332968356617,-0.2334248901073459,-0.22609336757768847,1.9208436191819644,-0.3282439722903227,-1.0739737351119736,0.5004935617315074,-0.5225106594821836,-0.7853614088623373
ARG,Argentina,2019,-1.24361555651317,-0.9049987521219144,-1.338038707480362,-0.2931126953709496,-0.6485371065113115,-0.395136419417086,0.36599164939143364,-0.31868564215350637,3.4163930938496687,2.01406484847592,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,1.2771292927415994,-0.9746230407285893,-0.9802977373487998,-0.7473668006398786,-0.06379009321094964,0.5649332968356617,-0.2334248901073459,-0.22609336757768847,1.9208436191819644,3.045891333505609,-1.0739737351119736,0.5004935617315074,-0.5494920169468728,-0.8076877431561893
