country_code,Name,nd_gain_score,co2_emissions_per_capita,coal_electricity_pct,ghg_emissions_per_capita,renewable_electricity_pct,renewable_final_energy_pct,building_energy_codes,carbon_tax_electricity,carbon_tax_industry,carbon_tax_transport,climate_governance,coal_phaseout,congestion_charge,energy_efficiency_mandate,ets_electricity,ets_industry,feed_in_tariff_solar,fossil_extraction_ban,fossil_fuel_subsidy_reform,fossil_heating_phaseout,ice_vehicle_phaseout,ndc,net_zero_target,rdd_renewables,renewables_expansion,log_gdp_pc,log_energy_pc
ISR,Israel,-0.045919660392044793,0.2858890741363089,1.1200266440161109,0.10518998427007534,-1.2111516260956778,-0.956645925333263,-1.7912350405600528,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,0.31991843588577706,-0.31617521812450383,0.390223016989677,-1.4284309202089396,-1.4412807572407078,-0.0634370544225464,-0.21821789023558477,-0.3156939133149792,-0.6071047276872574,1.6289264886722452,-0.31506222434330444,-1.3371229271128162,,-0.8957142564197254,0.48043443014460624,-0.1603835995701765
ITA,Italy,-0.3498707927677453,-0.07874383868694239,-0.14392748380121673,-0.261039655889189,0.7877120008485908,-0.3127065386133564,0.9158105337305859,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,0.7035485548018879,3.057031732143869,-0.8562233105128935,0.7874861039775296,0.7995389604423437,1.3841146241850544,-0.21821789023558477,0.05769733567086198,-0.6071047276872574,-0.6389861698489856,0.49569669339330413,0.08783109147997505,-0.00859792474707464,1.2237089908258747,0.4311033823743393,-0.13760259991378707
JPN,Japan,0.5874438792673605,0.47690970935200144,0.4196800691926025,0.13053959749062624,-0.423577003915544,-1.0517836922907333,-0.6014189744632492,2.0443126492202,2.0544821802004996,1.1123671302552498,-0.7955698784699593,-1.1555485686026719,-0.31617521812450383,0.6604239272683826,-1.4284309202089396,-1.239714996862929,0.976836520039963,-0.21821789023558477,-0.6136803321848555,-0.6071047276872574,-0.6389861698489856,2.72746324509093,-0.44465904920990895,-0.03189632213180457,0.15951249946173846,0.48625797435535834,0.2573921533454787
KOR,"Korea, Republic of",0.5520436366679347,0.8451746067512572,0.7849644781913752,0.5484888188046761,-1.2457647754254506,-1.7107518743126886,1.576821000746077,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,-1.1555485686026719,-0.31617521812450383,-0.4866174101732717,-0.39610295559361713,-0.4130057743416613,0.5891382413017311,-0.21821789023558477,0.009095490731983003,-0.6071047276872574,-0.6389861698489856,0.49569669339330413,0.1849007292989421,0.8590867208641406,0.887742095790204,0.18874065123060074,0.6528764535294818
LTU,Lithuania,-0.31340030816138886,-0.7171805557214731,-1.5723569874777679,-0.39351606782384435,1.1304585421687146,0.4898541090895061,-1.6545933581852692,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,1.8035647723342814,0.5236202071528304,-0.31617521812450383,,0.7874861039775296,0.7995389604423437,-0.48521045591086664,-0.21821789023558477,-0.885141513896916,-0.6071047276872574,-0.6389861698489856,-0.8381948382832214,0.08783109147997505,0.454286234549276,,-0.6178504993803368,-0.25945548095755067
LUX,Luxembourg,0.6668400951387847,2.08034090221887,-1.5747567850061204,1.6837384812493248,0.5714799571760963,-0.8232078636811121,0.16343875037353267,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,1.874890495174858,-0.31617521812450383,,0.7874861039775296,0.7995389604423437,0.9972238345761095,-0.21821789023558477,1.2071657594320198,1.5304557469301798,-0.6389861698489856,0.49569669339330413,1.1678281082280824,-1.0260883269469496,,2.124902693201256,1.478370274712391
LVA,Latvia,-0.32149072106777565,-0.9117220689467236,-1.5026484338482822,-0.8024953889665714,0.15361944149226653,1.14373355207133,-0.7736503140508637,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,0.39730306751528155,-0.31617521812450383,,0.7874861039775296,0.7995389604423437,-0.4207356674979504,-0.21821789023558477,1.2071657594320198,-0.6071047276872574,-0.6389861698489856,-0.8381948382832214,0.20382985369460466,,,-0.6563109896421245,-0.5358511987060095
MEX,Mexico,-1.0126419629399435,-0.8178605951451716,-0.3474171318027922,-0.8475266946239866,-0.22847376375402376,-0.47938924515778214,0.8327111683431595,1.5976054467154823,1.5647054547595658,0.7404126952646587,0.003684565539314931,0.6118649302244398,-0.31617521812450383,-0.8562233105128935,-1.3716078512229746,-1.3855337925778257,-1.2989187580838775,-0.21821789023558477,-0.847974273066289,-0.6071047276872574,-0.6389861698489856,0.49569669339330413,-1.3371229271128162,-1.2802537196556742,-0.31710672979727317,-0.8044088559096675,-0.8668270512951778
NLD,Netherlands,0.6764775986345984,0.6172754941834445,0.36408401519542527,0.4747876125874188,0.5755998856213687,-1.1454977960346406,-0.2596288366975717,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,0.7461333049347846,-0.31617521812450383,1.2118252214088012,0.8528580571755646,0.866209737954467,1.3284080634576447,-0.21821789023558477,0.9691198671051221,1.6838069694748665,1.7139893009650398,-0.8381948382832214,-1.3371229271128162,1.522051848146973,0.27644844291000115,0.8519377227540766,0.592653701954506
NOR,Norway,1.8798497995830445,0.397212578137802,-1.5404037237425334,0.4525050568894112,-1.087158132023331,1.8535964308100021,0.07915317665975542,-0.5058100792234641,-0.5054558874745273,1.7711288195528783,-0.7955698784699593,-1.1555485686026719,3.1966863659600926,-0.44206900897137397,0.5801522512810369,0.5882976780888542,-1.2989187580838775,-0.21821789023558477,-0.6540777736057066,2.1678693938924867,1.7545814672558764,0.49569669339330413,2.1850647854409884,0.7750757986295915,1.2237089908258747,1.5673762087769385,0.9775937052930372
